free_text,subject,grade,book,url,source
Kĩ thuật trồng và chăm sóc cây chuối,Công nghệ,9,Cánh Diều,https://hoc24.vn/ly-thuyet/bai-9-ki-thuat-trong-va-cham-soc-cay-chuoi.1392550,hoc24
Thực hành trồng và chăm sóc cây ăn quả,Công nghệ,9,Cánh Diều,https://hoc24.vn/ly-thuyet/bai-10-thuc-hanh-trong-va-cham-soc-cay-an-qua.1392636,hoc24
Tính chi phí và hiệu quả của việc trồng cây ăn quả,Công nghệ,9,Cánh Diều,https://hoc24.vn/ly-thuyet/bai-11-tinh-chi-phi-va-hieu-qua-cua-viec-trong-cay-an-qua.1392714,hoc24
Một số ngành nghề liên quan đến trồng cây ăn quả,Công nghệ,9,Cánh Diều,https://hoc24.vn/ly-thuyet/bai-12-mot-so-nganh-nghe-lien-quan-den-trong-cay-an-qua.1392853,hoc24
Vai trò của các chất dinh dưỡng trong thực phẩm,Công nghệ,9,Cánh Diều,https://hoc24.vn/ly-thuyet/bai-1-vai-tro-cua-cac-chat-dinh-duong-trong-thuc-pham.1393157,hoc24
Nghề nghiệp trong lĩnh vực kĩ thuật và công nghệ,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-1-nghe-nghiep-trong-linh-vuc-ki-thuat-va-cong-nghe.1376574,hoc24
Cơ cấu hệ thống giáo dục quốc dân,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-2-co-cau-he-thong-giao-duc-quoc-dan.1376510,hoc24
"Dự án: Tự đánh giá mức độ phù hợp của bản thân với một số ngành nghề trong lĩnh vực kĩ thuật, công nghệ",Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-5-du-an-tu-danh-gia-muc-do-phu-hop-cua-ban-than-voi-mot-so-nganh-nghe-trong-linh-vuc-ki-thuat-cong-nghe.1374519,hoc24
"Vật liệu, thiết bị và dụng cụ dùng cho lắp đặt mạng điện trong nhà",Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-4-vat-lieu-thiet-bi-va-dung-cu-dung-cho-lap-dat-mang-dien-trong-nha.1385486,hoc24
Tính toán chi phí mạng điện trong nhà,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-5-tinh-toan-chi-phi-mang-dien-trong-nha.1385430,hoc24
Thực hành: Lắp đặt mạng điện trong nhà,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-6-thuc-hanh-lap-dat-mang-dien-trong-nha.1385351,hoc24
Kĩ thuật trồng và chăm sóc cây sầu riêng,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-6-ki-thuat-trong-va-cham-soc-cay-sau-rieng.1386799,hoc24
Dự án: Trồng cây ăn quả,Công nghệ,9,Kết Nối Tri Thức Với Cuộc Sống,https://hoc24.vn/ly-thuyet/bai-8-du-an-trong-cay-an-qua.1386959,hoc24
"1. Nghề nghiệp trong lĩnh vực kĩ thuật, công nghệ",Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-1-nghe-nghiep-trong-linh-vuc-ki-thuat-cong-nghe.1402858,hoc24
"2. Giáo dục kĩ thuật, công nghệ trong hệ thống giáo dục quốc dân",Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-2-giao-duc-ki-thuat-cong-nghe-trong-he-thong-giao-duc-quoc-dan.1402912,hoc24
"3. Thị trường lao động kĩ thuật, công nghệ tại Việt Nam",Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-3-thi-truong-lao-dong-ki-thuat-cong-nghe-tai-viet-nam.1403010,hoc24
"4. Lựa chọn nghề nghiệp trong lĩnh vực kĩ thuật, công nghệ",Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-4-lua-chon-nghe-nghiep-trong-linh-vuc-ki-thuat-cong-nghe.1403069,hoc24
3. Thiết kế mạng điện trong nhà,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-3-thiet-ke-mang-dien-trong-nha.1403524,hoc24
"4. Thiết bị, vật liệu, dụng cụ dùng cho lắp đặt mạng điện trong nhà",Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-4-thiet-bi-vat-lieu-dung-cu-dung-cho-lap-dat-mang-dien-trong-nha.1403595,hoc24
5. Tính toán chi phí cho mạng điện trong nhà đơn giản,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-5-tinh-toan-chi-phi-cho-mang-dien-trong-nha-don-gian.1403688,hoc24
6. Thực hành lắp đặt mạng điện trong nhà,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-6-thuc-hanh-lap-dat-mang-dien-trong-nha.1403761,hoc24
7. Một số ngành nghề liên quan đến lắp đặt mạng điện trong nhà,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-7-mot-so-nganh-nghe-lien-quan-den-lap-dat-mang-dien-trong-nha.1403840,hoc24
3. Thiết kế mạch điện ứng dụng công nghệ tưới tiêu tự động trong trồng trọt,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-3-thiet-ke-mach-dien-ung-dung-cong-nghe-tuoi-tieu-tu-dong-trong-trong-trot.1404298,hoc24
4. Thực hành lắp đặt mạch điện ứng dụng công nghệ tưới tiêu tự động trong trồng trọt,Công nghệ,9,Chân Trời Sáng Tạo,https://hoc24.vn/ly-thuyet/chu-de-4-thuc-hanh-lap-dat-mach-dien-ung-dung-cong-nghe-tuoi-tieu-tu-dong-trong-trong-trot.1404390,hoc24
Tích cực tham gia các hoạt động chính trị - xã hội,Giáo dục công dân,8,Chương trình cũ,https://hoc24.vn/ly-thuyet/bai-7-tich-cuc-tham-gia-cac-hoat-dong-chinh-tri-xa-hoi.3051,hoc24
